,label(proba_1>=0.100000),proba_0,proba_1
sp|P44886|Y827_HAEIN Uncharacterized acyl-CoA thioester hydrolase HI_0827 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0827 PE=1 SV=1,1.0,0.75,0.25
sp|P44923|Y893_HAEIN Uncharacterized HTH-type transcriptional regulator HI_0893 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_0893 PE=1 SV=1,1.0,0.75,0.25
sp|P45250|Y1556_HAEIN Putative 2-hydroxyacid dehydrogenase HI_1556 OS=Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd) OX=71421 GN=HI_1556 PE=1 SV=1,1.0,0.75,0.25
sp|P45423|YHCG_ECOLI Putative nuclease YhcG OS=Escherichia coli (strain K12) OX=83333 GN=yhcG PE=1 SV=1,0.0,1.0,0.0
sp|P45514|DHAB_CITFR Glycerol dehydratase large subunit OS=Citrobacter freundii OX=546 GN=dhaB PE=1 SV=1,1.0,0.5,0.5
sp|P45693|SP5S_BACSU Stage V sporulation protein S OS=Bacillus subtilis (strain 168) OX=224308 GN=spoVS PE=1 SV=1,0.0,1.0,0.0
sp|P45949|ARSR_BACSU Arsenical resistance operon repressor OS=Bacillus subtilis (strain 168) OX=224308 GN=arsR PE=1 SV=1,0.0,1.0,0.0
sp|P46003|ARSD1_ECOLX Arsenical resistance operon trans-acting repressor ArsD OS=Escherichia coli OX=562 GN=arsD PE=1 SV=2,1.0,0.9,0.1
sp|P46837|YHGF_ECOLI Protein YhgF OS=Escherichia coli (strain K12) OX=83333 GN=yhgF PE=1 SV=3,1.0,0.75,0.25
sp|P46853|YHHX_ECOLI Uncharacterized oxidoreductase YhhX OS=Escherichia coli (strain K12) OX=83333 GN=yhhX PE=1 SV=1,1.0,0.75,0.25
sp|P47442|DNAJM_MYCGE DnaJ-like protein MG200 OS=Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37) OX=243273 GN=MG200 PE=1 SV=1,1.0,0.125,0.875
sp|P49230|PROF_ENTHI Profilin OS=Entamoeba histolytica OX=5759 PE=1 SV=1,1.0,0.75,0.25
sp|P50189|T2M1_MICAM Type II restriction enzyme MamI OS=Microbacterium ammoniaphilum OX=42460 GN=mamIR PE=1 SV=1,1.0,0.75,0.25
sp|P50263|SIP18_YEAST Protein SIP18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SIP18 PE=1 SV=1,0.0,1.0,0.0
sp|P50840|YPSC_BACSU Putative RNA methyltransferase YpsC OS=Bacillus subtilis (strain 168) OX=224308 GN=ypsC PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P50887|RL22_DROME 60S ribosomal protein L22 OS=Drosophila melanogaster OX=7227 GN=RpL22 PE=1 SV=2,1.0,0.5,0.5
sp|P51456|RELH_RABIT Relaxin-like protein SQ10 OS=Oryctolagus cuniculus OX=9986 PE=1 SV=1,1.0,0.6875,0.3125
sp|P52661|GBPR_AZOBR HTH-type transcriptional regulator GbpR OS=Azospirillum brasilense OX=192 GN=gbpR PE=1 SV=1,1.0,0.75,0.25
sp|P52679|PCPR_SPHCR PCP degradation transcriptional activation protein OS=Sphingobium chlorophenolicum OX=46429 GN=pcpR PE=1 SV=2,0.0,1.0,0.0
sp|P52695|HLYU_VIBCH Transcriptional activator HlyU OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=hlyU PE=1 SV=1,0.0,1.0,0.0
sp|P53273|YG35_YEAST Uncharacterized vacuolar membrane protein YGR125W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR125W PE=1 SV=1,1.0,0.125,0.875
sp|P53736|YN8O_YEAST Uncharacterized protein YNR040W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNR040W PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|P54061|RL30E_METJA 50S ribosomal protein L30e OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) OX=243232 GN=rpl30e PE=1 SV=1,1.0,0.9,0.1
sp|P54161|EX53_BACSU 5'-3' exonuclease OS=Bacillus subtilis (strain 168) OX=224308 GN=ypcP PE=1 SV=1,1.0,0.5,0.5
sp|P54195|OB28A_DROME General odorant-binding protein 28a OS=Drosophila melanogaster OX=7227 GN=Obp28a PE=1 SV=2,1.0,0.75,0.25
sp|P55208|ANFC_TRISC C-type natriuretic peptide prohormone OS=Triakis scyllium OX=30494 PE=1 SV=2,0.0,1.0,0.0
sp|P55407|TRAR_SINFN Probable transcriptional activator protein TraR OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=traR PE=1 SV=1,1.0,0.75,0.25
sp|P55619|SYRM1_SINFN HTH-type transcriptional regulator SyrM 1 OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=syrM1 PE=1 SV=1,1.0,0.9,0.1
sp|P55700|NODD2_SINFN Nodulation protein D 2 OS=Sinorhizobium fredii (strain NBRC 101917 / NGR234) OX=394 GN=nodD2 PE=1 SV=1,0.0,1.0,0.0
sp|P55776|FABH_ASCSU Fatty acid-binding protein homolog OS=Ascaris suum OX=6253 PE=1 SV=1,1.0,0.75,0.25
sp|P55842|RL14_TRYBB Probable 60S ribosomal protein L14 OS=Trypanosoma brucei brucei OX=5702 PE=1 SV=1,0.0,1.0,0.0
sp|P55993|RPOD_HELPY RNA polymerase sigma factor RpoD OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=rpoD PE=1 SV=1,1.0,0.75,0.25
sp|P56013|RS6_HELPY 30S ribosomal protein S6 OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=rpsF PE=1 SV=1,1.0,0.75,0.25
sp|P56036|RL10_HELPY 50S ribosomal protein L10 OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=rplJ PE=1 SV=1,1.0,0.75,0.25
sp|P56047|RL22_HELPY 50S ribosomal protein L22 OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=rplV PE=1 SV=1,0.0,1.0,0.0
sp|P56276|MYLK_MELGA Telokin OS=Meleagris gallopavo OX=9103 PE=1 SV=1,1.0,0.75,0.25
sp|P58748|EF1B_PYRHO Elongation factor 1-beta OS=Pyrococcus horikoshii (strain ATCC 700860 / DSM 12428 / JCM 9974 / NBRC 100139 / OT-3) OX=70601 GN=ef1b PE=1 SV=1,0.0,1.0,0.0
sp|P59095|STAR6_HUMAN StAR-related lipid transfer protein 6 OS=Homo sapiens OX=9606 GN=STARD6 PE=1 SV=1,1.0,0.75,0.25
sp|P59649|FXYD7_RAT FXYD domain-containing ion transport regulator 7 OS=Rattus norvegicus OX=10116 GN=Fxyd7 PE=1 SV=1,0.0,1.0,0.0
sp|P61068|RL4_RHOPA 50S ribosomal protein L4 OS=Rhodopseudomonas palustris (strain ATCC BAA-98 / CGA009) OX=258594 GN=rplD PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|P61994|RS12_PYRAB 30S ribosomal protein S12 OS=Pyrococcus abyssi (strain GE5 / Orsay) OX=272844 GN=rps12 PE=1 SV=1,1.0,0.75,0.25
sp|P62558|SOPB_ECOLI Protein SopB OS=Escherichia coli (strain K12) OX=83333 GN=sopB PE=1 SV=1,1.0,0.6875,0.3125
sp|P63982|DPO3_STAAN DNA polymerase III PolC-type OS=Staphylococcus aureus (strain N315) OX=158879 GN=polC PE=1 SV=1,1.0,0.125,0.875
sp|P64432|YPJD_ECOLI Inner membrane protein YpjD OS=Escherichia coli (strain K12) OX=83333 GN=ypjD PE=1 SV=1,1.0,0.75,0.25
sp|P65439|MRAZ_STAAN Transcriptional regulator MraZ OS=Staphylococcus aureus (strain N315) OX=158879 GN=mraZ PE=1 SV=1,1.0,0.0,1.0
sp|P65582|NUSB_STRPN Transcription antitermination protein NusB OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=nusB PE=1 SV=1,0.0,1.0,0.0
sp|P65855|TRUB_STAAN tRNA pseudouridine synthase B OS=Staphylococcus aureus (strain N315) OX=158879 GN=truB PE=1 SV=1,1.0,0.6875,0.3125
sp|P66459|RS18_HELPY 30S ribosomal protein S18 OS=Helicobacter pylori (strain ATCC 700392 / 26695) OX=85962 GN=rpsR PE=1 SV=1,0.0,1.0,0.0
sp|P66656|RIMM_STAAN Ribosome maturation factor RimM OS=Staphylococcus aureus (strain N315) OX=158879 GN=rimM PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|P66726|RPOZ_STAAN DNA-directed RNA polymerase subunit omega OS=Staphylococcus aureus (strain N315) OX=158879 GN=rpoZ PE=1 SV=1,0.0,1.0,0.0
sp|P67266|Y1102_STRPN Nucleoid-associated protein SP_1102 OS=Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4) OX=170187 GN=SP_1102 PE=1 SV=1,0.0,1.0,0.0
sp|P67372|Y1493_STRP1 DegV domain-containing protein SPy_1493/M5005_Spy1226 OS=Streptococcus pyogenes serotype M1 OX=301447 GN=SPy_1493 PE=1 SV=1,1.0,0.75,0.25
sp|P67673|PRIB_BORPE Primosomal replication protein N OS=Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251) OX=257313 GN=priB PE=1 SV=1,1.0,0.6875,0.3125
sp|P67700|YDDM_ECOL6 Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yddM PE=1 SV=1,0.0,1.0,0.0
sp|P67744|LACR_STAAN Lactose phosphotransferase system repressor OS=Staphylococcus aureus (strain N315) OX=158879 GN=lacR PE=1 SV=1,1.0,0.75,0.25
sp|P68456|G2_VACCW Late transcription elongation factor G2 OS=Vaccinia virus (strain Western Reserve) OX=10254 GN=VACWR080 PE=1 SV=1,1.0,0.35714285714285715,0.6428571428571429
sp|P69343|INVF_SALTY Invasion protein InvF OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) OX=99287 GN=invF PE=1 SV=1,1.0,0.75,0.25
sp|P71036|YWNA_BACSU Putative HTH-type transcriptional regulator YwnA OS=Bacillus subtilis (strain 168) OX=224308 GN=ywnA PE=1 SV=1,1.0,0.75,0.25
sp|P73145|SSB2_SYNY3 Thylakoid-associated single-stranded DNA-binding protein slr1034 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1034 PE=1 SV=1,0.0,1.0,0.0
sp|P73658|IOJAP_SYNY3 Ribosomal silencing factor RsfS OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=rsfS PE=1 SV=1,1.0,0.75,0.25
sp|P74596|Y1565_SYNY3 Uncharacterized protein slr1565 OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=slr1565 PE=1 SV=1,0.0,1.0,0.0
sp|P74645|KAIB_SYNY3 Circadian clock protein KaiB OS=Synechocystis sp. (strain PCC 6803 / Kazusa) OX=1111708 GN=kaiB PE=1 SV=1,0.0,1.0,0.0
sp|P75080|DPO3_MYCPN DNA polymerase III PolC-type OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=polC PE=1 SV=1,1.0,0.125,0.875
sp|P75085|EFP_MYCPN Elongation factor P OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=efp PE=1 SV=1,1.0,0.75,0.25
sp|P75279|T1SB_MYCPN Putative type I specificity subunit S.MpnORF507P OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=MPN_507 PE=1 SV=1,1.0,0.75,0.25
sp|P75435|T1SD_MYCPN Type I restriction enzyme MpnII specificity subunit OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=MPN_343 PE=1 SV=1,1.0,0.5,0.5
sp|P75436|T1MD_MYCPN Type I restriction enzyme MpnII methylase subunit OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=MPN_342 PE=1 SV=1,1.0,0.75,0.25
sp|P75467|MRAZ_MYCPN Transcriptional regulator MraZ OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=mraZ PE=1 SV=1,1.0,0.75,0.25
sp|P75591|NUSA_MYCPN Transcription termination/antitermination protein NusA OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=nusA PE=1 SV=1,1.0,0.125,0.875
sp|P76053|SMRA_ECOLI Probable DNA endonuclease SmrA OS=Escherichia coli (strain K12) OX=83333 GN=smrA PE=1 SV=1,1.0,0.0,1.0
sp|P76116|YNCE_ECOLI Uncharacterized protein YncE OS=Escherichia coli (strain K12) OX=83333 GN=yncE PE=1 SV=1,1.0,0.9,0.1
sp|P76584|YPHB_ECOLI Uncharacterized protein YphB OS=Escherichia coli (strain K12) OX=83333 GN=yphB PE=1 SV=1,1.0,0.75,0.25
sp|P77295|YGAV_ECOLI Probable HTH-type transcriptional regulator YgaV OS=Escherichia coli (strain K12) OX=83333 GN=ygaV PE=1 SV=1,0.0,1.0,0.0
sp|P77376|YDGJ_ECOLI Uncharacterized oxidoreductase YdgJ OS=Escherichia coli (strain K12) OX=83333 GN=ydgJ PE=1 SV=2,1.0,0.75,0.25
sp|P77700|YAHB_ECOLI Uncharacterized HTH-type transcriptional regulator YahB OS=Escherichia coli (strain K12) OX=83333 GN=yahB PE=1 SV=1,1.0,0.75,0.25
sp|P77721|YDJF_ECOLI Uncharacterized HTH-type transcriptional regulator YdjF OS=Escherichia coli (strain K12) OX=83333 GN=ydjF PE=1 SV=1,1.0,0.75,0.25
sp|P77732|RHMR_ECOLI Uncharacterized HTH-type transcriptional regulator RhmR OS=Escherichia coli (strain K12) OX=83333 GN=rhmR PE=1 SV=1,0.0,1.0,0.0
sp|P78017|GRPE_MYCPN Protein GrpE OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) OX=272634 GN=grpE PE=1 SV=1,1.0,0.75,0.25
"sp|P79125|SPL2B_BOVIN Short palate, lung and nasal epithelium carcinoma-associated protein 2B OS=Bos taurus OX=9913 GN=SPLUNC2B PE=1 SV=1",1.0,0.6875,0.3125
sp|P80045|OMP_LOCMI Ovary maturating parsin OS=Locusta migratoria OX=7004 PE=1 SV=1,0.0,1.0,0.0
sp|P82025|IOTA_GONVI Iota-crystallin (Fragment) OS=Gonatodes vittatus OX=104610 GN=CRBPI PE=1 SV=2,0.0,1.0,0.0
sp|P82595|PLS_HALLA Perlustrin OS=Haliotis laevigata OX=36097 PE=1 SV=2,0.0,1.0,0.0
sp|P82953|LECH_HORVV Horcolin OS=Hordeum vulgare subsp. vulgare OX=112509 PE=1 SV=2,1.0,0.75,0.25
sp|P83770|INSL_VIGUN Insulin-like protein (Fragment) OS=Vigna unguiculata OX=3917 PE=1 SV=1,0.0,1.0,0.0
sp|P84618|RCAL2_RHEAM Rheacalcin-2 OS=Rhea americana OX=8797 PE=1 SV=2,1.0,0.75,0.25
sp|P84752|PERA_ALOVR Peroxidase A (Fragment) OS=Aloe vera OX=34199 PE=1 SV=1,1.0,0.75,0.25
sp|P86177|CSL1_ONCKE L-rhamnose-binding lectin CSL1 OS=Oncorhynchus keta OX=8018 PE=1 SV=1,1.0,0.6875,0.3125
sp|P86326|CVNH_CERRI Cyanovirin-N homolog OS=Ceratopteris richardii OX=49495 PE=1 SV=1,0.0,1.0,0.0
sp|P86854|PLCL_MYTGA Perlucin-like protein OS=Mytilus galloprovincialis OX=29158 PE=1 SV=1,1.0,0.75,0.25
sp|P87177|YB1C_SCHPO Uncharacterized WD repeat-containing protein C3D6.12 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC3D6.12 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P87216|VIPI_SCHPO Protein vip1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=vip1 PE=1 SV=1,1.0,0.75,0.25
"sp|P87238|CUE4_SCHPO CUE domain-containing protein 4, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPCC4G3.13c PE=1 SV=1",1.0,0.75,0.25
sp|P87385|SMS2_PELRI Somatostatin-2 OS=Pelophylax ridibundus OX=8406 GN=sst2 PE=1 SV=1,0.0,1.0,0.0
sp|P91758|CRNF_LYMST Cysteine-rich neurotrophic factor OS=Lymnaea stagnalis OX=6523 PE=1 SV=2,1.0,0.1,0.9
"sp|P93311|RM02_ARATH 60S ribosomal protein L2, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=RPL2 PE=1 SV=1",1.0,0.75,0.25
sp|P94591|GLCR_BACSU HTH-type transcriptional repressor GlcR OS=Bacillus subtilis (strain 168) OX=224308 GN=glcR PE=1 SV=2,1.0,0.9,0.1
sp|P95505|PCBC_PROHO Chlorophyll a/b light-harvesting protein PcbC OS=Prochlorothrix hollandica OX=1223 GN=pcbC PE=1 SV=2,1.0,0.38461538461538464,0.6153846153846154
sp|P96582|LRPC_BACSU HTH-type transcriptional regulator LrpC OS=Bacillus subtilis (strain 168) OX=224308 GN=lrpC PE=1 SV=2,1.0,0.75,0.25
sp|P96631|IMMR_BACSU HTH-type transcriptional regulator ImmR OS=Bacillus subtilis (strain 168) OX=224308 GN=immR PE=1 SV=1,0.0,1.0,0.0
sp|P99082|HSLO_STAAN 33 kDa chaperonin OS=Staphylococcus aureus (strain N315) OX=158879 GN=hslO PE=1 SV=1,1.0,0.0,1.0
sp|P9WFM7|KHPA_MYCTU RNA-binding protein KhpA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=khpA PE=1 SV=1,0.0,1.0,0.0
sp|P9WFN1|Y2140_MYCTU UPF0098 protein Rv2140c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2140c PE=1 SV=1,1.0,0.75,0.25
sp|P9WFY5|Y3579_MYCTU Uncharacterized tRNA/rRNA methyltransferase Rv3579c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv3579c PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WGP7|Y2216_MYCTU Epimerase family protein Rv2216 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2216 PE=1 SV=1,1.0,0.75,0.25
sp|P9WGX3|Y1407_MYCTU Putative methyltransferase Rv1407 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1407 PE=1 SV=1,1.0,0.75,0.25
sp|P9WH19|RIMM_MYCTU Ribosome maturation factor RimM OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rimM PE=1 SV=1,1.0,0.9,0.1
sp|P9WH79|RL9_MYCTU 50S ribosomal protein L9 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rplI PE=1 SV=1,1.0,0.75,0.25
sp|P9WH85|RL4_MYCTU 50S ribosomal protein L4 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rplD PE=1 SV=1,1.0,0.75,0.25
sp|P9WHE7|RL10_MYCTU 50S ribosomal protein L10 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rplJ PE=1 SV=1,1.0,0.75,0.25
sp|P9WHJ7|RBFA_MYCTU Ribosome-binding factor A OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=rbfA PE=1 SV=1,1.0,0.75,0.25
sp|P9WHQ1|Y1711_MYCTU Uncharacterized RNA pseudouridine synthase Rv1711 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1711 PE=1 SV=1,0.0,1.0,0.0
sp|P9WHQ3|Y1540_MYCTU Uncharacterized RNA pseudouridine synthase Rv1540 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1540 PE=1 SV=1,0.0,1.0,0.0
sp|P9WI97|PHOU1_MYCTU Phosphate-specific transport system accessory protein PhoU homolog 1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=phoU1 PE=1 SV=1,1.0,0.9,0.1
sp|P9WIU1|ORN_MYCTU Oligoribonuclease OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=orn PE=1 SV=1,1.0,0.75,0.25
sp|P9WIY5|NUCS_MYCTU Endonuclease NucS OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=nucS PE=1 SV=1,1.0,0.9,0.1
sp|P9WJ45|VPB20_MYCTU Antitoxin VapB20 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=vapB20 PE=1 SV=2,0.0,1.0,0.0
sp|P9WJ85|MAZE7_MYCTU Antitoxin MazE7 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=mazE7 PE=1 SV=1,0.0,1.0,0.0
sp|P9WJB9|ESPL_MYCTU ESX-1 secretion-associated protein EspL OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=espL PE=1 SV=1,1.0,0.9,0.1
sp|P9WJH5|NUOD_MYCTU NADH-quinone oxidoreductase subunit D OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=nuoD PE=1 SV=1,1.0,0.5,0.5
sp|P9WJP7|3MGH_MYCTU Putative 3-methyladenine DNA glycosylase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1688 PE=1 SV=1,0.0,1.0,0.0
sp|P9WL35|Y2886_MYCTU Uncharacterized protein Rv2886c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2886c PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WLQ1|Y1987_MYCTU Uncharacterized protein Rv1987 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1987 PE=1 SV=1,1.0,0.75,0.25
sp|P9WLW1|Y1510_MYCTU Uncharacterized protein Rv1510 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1510 PE=1 SV=1,1.0,0.75,0.25
sp|P9WLX9|Y1419_MYCTU Uncharacterized protein Rv1419 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1419 PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WM55|Y1148_MYCTU Uncharacterized protein Rv1148c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1148c PE=1 SV=1,1.0,0.75,0.25
sp|P9WMB3|INT2_MYCTU Putative prophage phiRv2 integrase OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2659c PE=1 SV=1,1.0,0.75,0.25
sp|P9WMB7|MFTR_MYCTU Putative mycofactocin biosynthesis transcriptional regulator MftR OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=mftR PE=1 SV=1,1.0,0.75,0.25
sp|P9WMC5|Y2250_MYCTU Uncharacterized HTH-type transcriptional regulator Rv2250c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2250c PE=1 SV=1,0.0,1.0,0.0
sp|P9WMC7|Y2912_MYCTU Uncharacterized HTH-type transcriptional regulator Rv2912c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2912c PE=1 SV=1,1.0,0.75,0.25
sp|P9WMC9|Y1816_MYCTU Uncharacterized HTH-type transcriptional regulator Rv1816 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1816 PE=1 SV=1,1.0,0.75,0.25
sp|P9WMD3|CHLER_MYCTU HTH-type transcriptional repressor Rv1353c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1353c PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WMD5|Y1255_MYCTU Uncharacterized HTH-type transcriptional regulator Rv1255c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1255c PE=1 SV=1,0.0,1.0,0.0
sp|P9WMD9|Y472_MYCTU Uncharacterized HTH-type transcriptional regulator Rv0472c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0472c PE=1 SV=1,1.0,0.75,0.25
sp|P9WME3|Y1287_MYCTU Putative HTH-type transcriptional regulator Rv1287 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1287 PE=1 SV=1,1.0,0.75,0.25
sp|P9WME5|Y1830_MYCTU Uncharacterized HTH-type transcriptional regulator Rv1830 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1830 PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WMF3|Y2282_MYCTU Uncharacterized HTH-type transcriptional regulator Rv2282c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2282c PE=1 SV=1,0.0,1.0,0.0
sp|P9WMF7|Y377_MYCTU Uncharacterized HTH-type transcriptional regulator Rv0377 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0377 PE=1 SV=1,1.0,0.9,0.1
sp|P9WMG1|Y890_MYCTU Putative HTH-type transcriptional regulator Rv0890c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0890c PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WMH9|Y474_MYCTU Uncharacterized HTH-type transcriptional regulator Rv0474 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0474 PE=1 SV=1,1.0,0.6875,0.3125
sp|P9WMI7|Y0081_MYCTU Uncharacterized HTH-type transcriptional regulator Rv0081 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0081 PE=1 SV=1,1.0,0.9,0.1
sp|P9WMJ1|Y1395_MYCTU Uncharacterized HTH-type transcriptional regulator Rv1395 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv1395 PE=1 SV=1,0.0,1.0,0.0
sp|P9WN13|Y3401_MYCTU Uncharacterized glycosyl hydrolase Rv3401 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv3401 PE=1 SV=1,1.0,0.38461538461538464,0.6153846153846154
sp|P9WNR9|Y3716_MYCTU Nucleoid-associated protein Rv3716c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv3716c PE=1 SV=1,1.0,0.75,0.25
sp|P9WNU3|EX53_MYCTU 5'-3' exonuclease OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2090 PE=1 SV=1,1.0,0.75,0.25
sp|P9WNY3|Y770_MYCTU Uncharacterized oxidoreductase Rv0770 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv0770 PE=1 SV=1,1.0,0.9,0.1
sp|P9WP05|Y2417_MYCTU DegV domain-containing protein Rv2417c OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=Rv2417c PE=1 SV=1,0.0,1.0,0.0
